yearID,AVG(price_usd_per_rin)
2010,0.00010530876494023915
2011,0.00004295141700404853
2012,0.00028801612903225807
2013,0.0060082370517928274
2014,0.004772850378787875
2015,0.0055143080000000025
2016,0.0077703200000000016
