yearID,AVG(brent_spot_usd_per_gal)
2010,1.8949724909681267
2011,2.6496491227854273
2012,2.6565821812298407
2013,2.584404287589642
2014,2.36708694085606
2015,1.2463857142480002
2016,0.9662793650733337
