monthly rin price
0.005488636
0.004475
0.006886364
0.018825
0.0175875
0.016541667
0.0105
0.006275
0.005125
0.009225
0.004289474
0.0038225
0.004654762
0.004342105
0.003606522
0.003185714
0.002509524
0.002231579
0.001255263
0.0196125
0.020705263
0.023295
0.0200625
0.016319048
0.012878571
0.037488095
0.040654348
0.027571053
0.035677273
0.039086842
0.0508625
0.133761905
0.336184211
0.766578947
0.719404762
0.834892857
0.93475
1.161761364
0.787613636
0.601125
0.319602273
0.241458333
0.3173125
0.328255
0.517368421
0.500833333
0.427723529
0.456182353
0.50569375
0.509166667
0.50298125
0.463558824
0.469658824
0.520307692
0.67142
0.685178571
0.715584615
0.674742857
0.715642857
0.688671429
0.456433333
0.4289125
0.38501875
0.328035294
0.380376471
0.431085714
0.698405556
0.665311765
0.7282125
0.7223
0.733242105
0.765983333
0.848963158
0.951473684
0.8946
