Years,="Run 25: Global Inputs.partial investment flag",="Run 25: Global Inputs.multiplier for maturity all factors",="Run 25: Global Inputs.Initial Indices of PC Maturity[HTL]","Run 25: Global Inputs.State of the Industry Multipliers[HTL, PSuccess]","Run 25: Global Inputs.State of the Industry Multipliers[HTL, ProcessYield]","Run 25: Global Inputs.State of the Industry Multipliers[HTL, InputCap]","Run 25: Global Inputs.State of the Industry Multipliers[HTL, CapitalCost]","Run 25: Global Inputs.State of the Industry Multipliers[HTL, Risk]","Run 25: Global Inputs.State of the Industry Multipliers[HTL, DebtFrac]",="Run 25: Global Inputs.scenario input unit price[HTL]",="Run 25: Global Inputs.Cumulative PC Experience[HTL]",="Run 25: Global Inputs.PC Maturity[HTL]","Run 25: Global Inputs.PC Multipliers[HTL, ProcessYield]","Run 25: Global Inputs.PC Multipliers[HTL, PSuccess]","Run 25: Global Inputs.PC Multipliers[HTL, InputCap]","Run 25: Global Inputs.PC Multipliers[HTL, CapitalCost]","Run 25: Global Inputs.PC Multipliers[HTL, Risk]","Run 25: Global Inputs.PC Multipliers[HTL, DebtFrac]",="Run 25: Global Inputs.Cumulative Comm Experience[HTL]",="Run 25: Global Inputs.Commercial Maturity[HTL]"
2015,0,1,0,2,0.1,0.8,2,8,0,1.055896823,1000,0,0.1,2,0.8,2,8,0,389583,0
2016,0,1,0,2,0.1,0.8,2,8,0,1.055896823,1000,0,0.1,2,0.8,2,8,0,389583,0
2017,0,1,0,2,0.1,0.8,2,8,0,1.3335832096,1000,0,0.1,2,0.8,2,8,0,389583,0
2018,0,1,0,2,0.1,0.8,2,8,0,1.3008747733,1000,0,0.1,2,0.8,2,8,0,389583,0
2019,0,1,0,1.80938612918,0.385920806227,0.8,1.71407919377,5.903247421,0.190613870818,1.4190916653,4942,0.381227741636,0.385920806227,1.80938612918,0.8,1.71407919377,5.903247421,0.190613870818,389583,0
2020,0,1,0,1.76067906561,0.458981401581,0.8,1.64101859842,5.36746972174,0.239320934387,1.7992866082,8884,0.478641868775,0.458981401581,1.76067906561,0.8,1.64101859842,5.36746972174,0.239320934387,389583,0
2021,0,1,0,1.73428419063,0.498573714053,0.8,1.60142628595,5.07712609694,0.265715809369,1.9846497469,12826,0.531431618738,0.498573714053,1.73428419063,0.8,1.60142628595,5.07712609694,0.265715809369,389583,0
2022,0,1,0,1.71675883762,0.524861743574,0.8,1.57513825643,4.88434721379,0.283241162382,2.0703003153,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,389583,0
2023,0,1,0,1.71675883762,0.524861743574,0.8,1.57513825643,4.88434721379,0.283241162382,2.131107308,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,389583,0
2024,0,1,0,1.71675883762,0.524861743574,0.8,1.57513825643,4.88434721379,0.283241162382,2.1620922075,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,389583,0
2025,0,1,0,1.71675883762,0.524861743574,0.8,1.57513825643,4.88434721379,0.283241162382,2.2119281966,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,389583,0
2026,0,1,0,1.69929106998,0.536441098056,0.804874098991,1.56112185245,4.78968374961,0.30070893002,2.239992052,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,412369.410525,0.0243704949567
2027,0,1,0,1.61434995151,0.592748426004,0.828575548911,1.49296379954,4.32936044482,0.385650048491,2.2768625639,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,555045.813818,0.142877744555
2028,0,1,0,1.51069395637,0.661461814965,0.857499083496,1.40978864329,3.76761518993,0.489306043634,2.3135631485,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,847216.369165,0.287495417478
2029,0,1,0,1.41969139417,0.721787264003,0.88289188158,1.33676679521,3.27444296749,0.580308605828,2.3576013537,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,1327203.40685,0.4144594079
2030,0,1,0,1.35090761819,0.767383916145,0.902084885522,1.28157364109,2.90168151056,0.649092381807,2.3831564882,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,1999398.16273,0.510424427609
2031,0,1,0,1.2757032845,0.817236745453,0.923069442599,1.22122853325,2.49412498148,0.724296715501,2.4273124885,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,3466861.55273,0.615347212996
2032,0,1,0,1.21824375538,0.85532657295,0.939102597994,1.17512212805,2.18273326905,0.781756244621,2.4544462495,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,5910896.48725,0.69551298997
2033,0,1,0,1.17728746198,0.882476432584,0.95053079148,1.14225817168,1.96077791142,0.822712538016,2.4883985956,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,9505756.91156,0.752653957399
2034,0,1,0,1.14921353558,0.901086592295,0.958364368111,1.11973122365,1.80863625361,0.850786464419,2.5221871476,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,14107208.838,0.791821840555
2035,0,1,0,1.12936193533,0.914246185503,0.963903637168,1.10380199591,1.70105403198,0.870638064671,2.5529099873,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,19572412.5477,0.819518185839
2036,0,1,0,1.1137063771,0.924624229341,0.968272068334,1.09123973649,1.61621151483,0.886293622895,2.5669338181,16768,0.566482324765,0.524861743574,1.71675883762,0.8,1.57513825643,4.88434721379,0.283241162382,26316177.3672,0.84136034167
