"Georgetown, SC","Georgetown, SC Urban Cluster",55,82,SC,12/23/2016
"Charleston--North Charleston, SC","Charleston--North Charleston, SC Urbanized Area",2429,3666,SC,12/23/2016
"Waukon, IA","Waukon, IA Urban Cluster",17,25,IA,12/23/2016
"Boone, IA","Boone, IA Urban Cluster",57,86,IA,12/23/2016
"Union, SC","Union, SC Urban Cluster",44,67,SC,12/23/2016
"Ames, IA","Ames, IA Urbanized Area",268,404,IA,12/23/2016
"Cedar Rapids, IA","Cedar Rapids, IA Urbanized Area",788,1189,IA,12/23/2016
"Washington, IA","Washington, IA Urban Cluster",29,44,IA,12/23/2016
"Tama, IA","Tama, IA Urban Cluster",22,33,IA,12/23/2016
"Pella, IA","Pella, IA Urban Cluster",43,65,IA,12/23/2016
"Knoxville, IA","Knoxville, IA Urban Cluster",33,49,IA,12/23/2016
"Mount Vernon, IA","Mount Vernon, IA Urban Cluster",29,43,IA,12/23/2016
"Mauldin--Simpsonville, SC","Mauldin--Simpsonville, SC Urbanized Area",534,806,SC,12/23/2016
"Landrum, SC","Landrum, SC--NC Urban Cluster",19,28,SC,12/23/2016
"York, SC","York, SC Urban Cluster",35,53,SC,12/23/2016
"Rock Hill, SC","Rock Hill, SC Urbanized Area",465,702,SC,12/23/2016
"Clover, SC","Clover, SC Urban Cluster",29,44,SC,12/23/2016
"Gastonia, NC","Gastonia, NC--SC Urbanized Area",751,1133,NC,12/23/2016
"Shenandoah, IA","Shenandoah, IA Urban Cluster",23,35,IA,12/23/2016
"De Witt, IA","De Witt, IA Urban Cluster",21,31,IA,12/23/2016
"Clinton, IA","Clinton, IA--IL Urban Cluster",143,216,IA,12/23/2016
"Monticello, IA","Monticello, IA Urban Cluster",14,21,IA,12/23/2016
"Anamosa, IA","Anamosa, IA Urban Cluster",24,37,IA,12/23/2016
"Oelwein, IA","Oelwein, IA Urban Cluster",31,47,IA,12/23/2016
"Osceola, IA","Osceola, IA Urban Cluster",21,32,IA,12/23/2016
"Harlan, IA","Harlan, IA Urban Cluster",22,33,IA,12/23/2016
"Humboldt, IA","Humboldt, IA Urban Cluster",23,35,IA,12/23/2016
"Missouri Valley, IA","Missouri Valley, IA Urban Cluster",12,19,IA,12/23/2016
"Huxley, IA","Huxley, IA Urban Cluster",18,27,IA,12/23/2016
"Story City, IA","Story City, IA Urban Cluster",15,22,IA,12/23/2016
"Nevada, IA","Nevada, IA Urban Cluster",30,45,IA,12/23/2016
"Eagle Grove, IA","Eagle Grove, IA Urban Cluster",14,21,IA,12/23/2016
"Clarion, IA","Clarion, IA Urban Cluster",12,18,IA,12/23/2016
"Abbeville, SC","Abbeville, SC Urban Cluster",23,35,SC,12/23/2016
"New Hampton, IA","New Hampton, IA Urban Cluster",15,22,IA,12/23/2016
"Mason City, IA","Mason City, IA Urban Cluster",120,181,IA,12/23/2016
"Clear Lake, IA","Clear Lake, IA Urban Cluster",35,53,IA,12/23/2016
"Decorah, IA","Decorah, IA Urban Cluster",38,58,IA,12/23/2016
"Perry, IA","Perry, IA Urban Cluster",34,51,IA,12/23/2016
"Adel, IA","Adel, IA Urban Cluster",14,21,IA,12/23/2016
"Cherokee, IA","Cherokee, IA Urban Cluster",21,31,IA,12/23/2016
"Creston, IA","Creston, IA Urban Cluster",34,51,IA,12/23/2016
"Webster City, IA","Webster City, IA Urban Cluster",34,52,IA,12/23/2016
"Cresco, IA","Cresco, IA Urban Cluster",16,24,IA,12/23/2016
"Estherville, IA","Estherville, IA Urban Cluster",27,41,IA,12/23/2016
"Carroll, IA","Carroll, IA Urban Cluster",44,67,IA,12/23/2016
"Mount Pleasant, IA","Mount Pleasant, IA Urban Cluster",38,58,IA,12/23/2016
"Grinnell, IA","Grinnell, IA Urban Cluster",40,61,IA,12/23/2016
"Jefferson, IA","Jefferson, IA Urban Cluster",17,26,IA,12/23/2016
"Spencer, IA","Spencer, IA Urban Cluster",49,73,IA,12/23/2016
"Chariton, IA","Chariton, IA Urban Cluster",17,26,IA,12/23/2016
"Osage, IA","Osage, IA Urban Cluster",16,24,IA,12/23/2016
"Dyersville, IA","Dyersville, IA Urban Cluster",16,24,IA,12/23/2016
"Dubuque, IA","Dubuque, IA--IL Urbanized Area",300,453,IA,12/23/2016
"Fairfield, IA","Fairfield, IA Urban Cluster",46,69,IA,12/23/2016
"Iowa Falls, IA","Iowa Falls, IA Urban Cluster",22,34,IA,12/23/2016
"Polk City, IA","Polk City, IA Urban Cluster",14,21,IA,12/23/2016
"Tipton, IA","Tipton, IA Urban Cluster",14,21,IA,12/23/2016
"Waverly, IA","Waverly, IA Urban Cluster",38,58,IA,12/23/2016
"Oskaloosa, IA","Oskaloosa, IA Urban Cluster",56,84,IA,12/23/2016
"Sheldon, IA","Sheldon, IA Urban Cluster",22,33,IA,12/23/2016
"Burlington, IA","Burlington, IA--IL Urban Cluster",131,198,IA,12/23/2016
"Marshalltown, IA","Marshalltown, IA Urban Cluster",119,180,IA,12/23/2016
"Albia, IA","Albia, IA Urban Cluster",16,24,IA,12/23/2016
"Atlantic, IA","Atlantic, IA Urban Cluster",29,43,IA,12/23/2016
"Carlisle, IA","Carlisle, IA Urban Cluster",18,27,IA,12/23/2016
"Manchester, IA","Manchester, IA Urban Cluster",22,34,IA,12/23/2016
"Indianola, IA","Indianola, IA Urban Cluster",63,95,IA,12/23/2016
"Des Moines, IA","Des Moines, IA Urbanized Area",1994,3009,IA,12/23/2016
"Iowa City, IA","Iowa City, IA Urbanized Area",472,713,IA,12/23/2016
"Laurens, SC","Laurens, SC Urban Cluster",46,69,SC,12/23/2016
"Clinton, SC","Clinton, SC Urban Cluster",50,75,SC,12/23/2016
"Williamsburg, IA","Williamsburg, IA Urban Cluster",13,19,IA,12/23/2016
"Waterloo, IA","Waterloo, IA Urbanized Area",502,758,IA,12/23/2016
"Davenport, IA","Davenport, IA--IL Urbanized Area",1241,1872,IA,12/23/2016
"Emmetsburg, IA","Emmetsburg, IA Urban Cluster",16,24,IA,12/23/2016
"Omaha, NE","Omaha, NE--IA Urbanized Area",3212,4847,NE,12/23/2016
"Windsor, NC","Windsor, NC Urban Cluster",16,24,NC,12/23/2016
"Boone, NC","Boone, NC Urban Cluster",101,152,NC,12/23/2016
"Spruce Pine, NC","Spruce Pine, NC Urban Cluster",21,31,NC,12/23/2016
"Fayetteville, NC","Fayetteville, NC Urbanized Area",1375,2074,NC,12/23/2016
"Concord, NC","Concord, NC Urbanized Area",952,1436,NC,12/23/2016
"Newton, IA","Newton, IA Urban Cluster",69,105,IA,12/23/2016
"Charles City, IA","Charles City, IA Urban Cluster",34,52,IA,12/23/2016
"Fort Dodge, IA","Fort Dodge, IA Urban Cluster",111,168,IA,12/23/2016
"Archer Lodge--Clayton, NC","Archer Lodge--Clayton, NC Urban Cluster",59,89,NC,12/23/2016
"Smithfield, NC","Smithfield, NC Urban Cluster",120,182,NC,12/23/2016
"Benson, NC","Benson, NC Urban Cluster",14,21,NC,12/23/2016
"Raleigh, NC","Raleigh, NC Urbanized Area",3920,5915,NC,12/23/2016
"Elizabethtown, NC","Elizabethtown, NC Urban Cluster",14,21,NC,12/23/2016
"Asheville, NC","Asheville, NC Urbanized Area",1243,1876,NC,12/23/2016
"Red Oak, IA","Red Oak, IA Urban Cluster",25,37,IA,12/23/2016
"Enfield, NC","Enfield, NC Urban Cluster",12,18,NC,12/23/2016
"Roanoke Rapids, NC","Roanoke Rapids, NC Urban Cluster",108,163,NC,12/23/2016
"Camden, SC","Camden, SC Urban Cluster",60,91,SC,12/23/2016
"Denison, IA","Denison, IA Urban Cluster",37,55,IA,12/23/2016
"Mullins, SC","Mullins, SC Urban Cluster",24,37,SC,12/23/2016
"Marion, SC","Marion, SC Urban Cluster",33,50,SC,12/23/2016
"Onawa, IA","Onawa, IA Urban Cluster",12,18,IA,12/23/2016
"Elizabeth City, NC","Elizabeth City, NC Urban Cluster",106,160,NC,12/23/2016
"Kill Devil Hills, NC","Kill Devil Hills, NC Urban Cluster",85,128,NC,12/23/2016
"Fairfield Harbour, NC","Fairfield Harbour, NC Urban Cluster",12,18,NC,12/23/2016
"New Bern, NC","New Bern, NC Urbanized Area",224,338,NC,12/23/2016
"Havelock, NC","Havelock, NC Urban Cluster",96,144,NC,12/23/2016
"Hampton, IA","Hampton, IA Urban Cluster",19,28,IA,12/23/2016
"Dunn, NC","Dunn, NC Urban Cluster",66,99,NC,12/23/2016
"Lillington, NC","Lillington, NC Urban Cluster",15,22,NC,12/23/2016
"Spout Springs, NC","Spout Springs, NC Urban Cluster",64,97,NC,12/23/2016
"Buies Creek, NC","Buies Creek, NC Urban Cluster",25,38,NC,12/23/2016
"Independence, IA","Independence, IA Urban Cluster",25,38,IA,12/23/2016
"Durham, NC","Durham, NC Urbanized Area",1540,2324,NC,12/23/2016
"Elkin, NC","Elkin, NC Urban Cluster",29,44,NC,12/23/2016
"Lake Norman of Catawba, NC","Lake Norman of Catawba, NC Urban Cluster",25,37,NC,12/23/2016
"Whiteville, NC","Whiteville, NC Urban Cluster",33,50,NC,12/23/2016
"Mount Olive, NC","Mount Olive, NC Urban Cluster",23,35,NC,12/23/2016
"Wallace, NC","Wallace, NC Urban Cluster",19,29,NC,12/23/2016
"Warsaw, NC","Warsaw, NC Urban Cluster",13,20,NC,12/23/2016
"Rocky Mount, NC","Rocky Mount, NC Urbanized Area",302,456,NC,12/23/2016
"Hickory, NC","Hickory, NC Urbanized Area",940,1419,NC,12/23/2016
"Maiden, NC","Maiden, NC Urban Cluster",16,24,NC,12/23/2016
"Troy, NC","Troy, NC Urban Cluster",16,24,NC,12/23/2016
"Biscoe, NC","Biscoe, NC Urban Cluster",12,19,NC,12/23/2016
"Edenton, NC","Edenton, NC Urban Cluster",21,32,NC,12/23/2016
"Wadesboro, NC","Wadesboro, NC Urban Cluster",26,39,NC,12/23/2016
"Farmville, NC","Farmville, NC Urban Cluster",21,32,NC,12/23/2016
"Greenville, NC","Greenville, NC Urbanized Area",522,787,NC,12/23/2016
"Grifton, NC","Grifton, NC Urban Cluster",16,25,NC,12/23/2016
"Centerville, IA","Centerville, IA Urban Cluster",24,36,IA,12/23/2016
"Glenwood, IA","Glenwood, IA Urban Cluster",27,41,IA,12/23/2016
"Brevard, NC","Brevard, NC Urban Cluster",58,88,NC,12/23/2016
"Lincolnton, NC","Lincolnton, NC Urban Cluster",100,152,NC,12/23/2016
"Goldsboro, NC","Goldsboro, NC Urbanized Area",270,408,NC,12/23/2016
"Baxter Springs, KS","Baxter Springs, KS Urban Cluster",23,34,KS,12/23/2016
"Hiawatha, KS","Hiawatha, KS Urban Cluster",14,21,KS,12/23/2016
"Sabetha, KS","Sabetha, KS Urban Cluster",11,17,KS,12/23/2016
"North Wilkesboro--Wilkesboro, NC","North Wilkesboro--Wilkesboro, NC Urban Cluster",81,122,NC,12/23/2016
"Wilmington, NC","Wilmington, NC Urbanized Area",974,1470,NC,12/23/2016
"Columbus, KS","Columbus, KS Urban Cluster",14,22,KS,12/23/2016
"Burlington, NC","Burlington, NC Urbanized Area",531,802,NC,12/23/2016
"Liberal, KS","Liberal, KS Urban Cluster",90,136,KS,12/23/2016
"Cullowhee, NC","Cullowhee, NC Urban Cluster",48,72,NC,12/23/2016
"Greensboro, NC","Greensboro, NC Urbanized Area",1381,2084,NC,12/23/2016
"Winston-Salem, NC","Winston-Salem, NC Urbanized Area",1732,2614,NC,12/23/2016
"High Point, NC","High Point, NC Urbanized Area",738,1113,NC,12/23/2016
"Clinton, NC","Clinton, NC Urban Cluster",42,64,NC,12/23/2016
"Hastings, NE","Hastings, NE Urban Cluster",108,163,NE,12/23/2016
"Ogallala, NE","Ogallala, NE Urban Cluster",20,30,NE,12/23/2016
"Williamston, NC","Williamston, NC Urban Cluster",24,36,NC,12/23/2016
"Ulysses, KS","Ulysses, KS Urban Cluster",28,42,KS,12/23/2016
"Wayne, NE","Wayne, NE Urban Cluster",25,37,NE,12/23/2016
"Dodge City, KS","Dodge City, KS Urban Cluster",121,183,KS,12/23/2016
"Lincoln, NE","Lincoln, NE Urbanized Area",1146,1730,NE,12/23/2016
"Waverly, NE","Waverly, NE Urban Cluster",14,21,NE,12/23/2016
"Kearney, NE","Kearney, NE Urban Cluster",139,209,NE,12/23/2016
"Butner, NC","Butner, NC Urban Cluster",75,113,NC,12/23/2016
"Oxford, NC","Oxford, NC Urban Cluster",41,61,NC,12/23/2016
"Junction City, KS","Junction City, KS Urban Cluster",172,259,KS,12/23/2016
"Manhattan, KS","Manhattan, KS Urbanized Area",242,365,KS,12/23/2016
"Valentine, NE","Valentine, NE Urban Cluster",12,18,NE,12/23/2016
"York, NE","York, NE Urban Cluster",34,51,NE,12/23/2016
"Fremont, NE","Fremont, NE Urban Cluster",122,184,NE,12/23/2016
"Garnett, KS","Garnett, KS Urban Cluster",15,22,KS,12/23/2016
"Great Bend, KS","Great Bend, KS Urban Cluster",72,108,KS,12/23/2016
"Hoisington, KS","Hoisington, KS Urban Cluster",12,18,KS,12/23/2016
"Scott City, KS","Scott City, KS Urban Cluster",16,24,KS,12/23/2016
"Chadron, NE","Chadron, NE Urban Cluster",24,37,NE,12/23/2016
"Asheboro, NC","Asheboro, NC Urban Cluster",167,253,NC,12/23/2016
"Ramseur, NC","Ramseur, NC Urban Cluster",13,20,NC,12/23/2016
"Hays, KS","Hays, KS Urban Cluster",94,142,KS,12/23/2016
"Holton, KS","Holton, KS Urban Cluster",14,22,KS,12/23/2016
"Lyons, KS","Lyons, KS Urban Cluster",16,24,KS,12/23/2016
"Auburn, NE","Auburn, NE Urban Cluster",15,23,NE,12/23/2016
"Leavenworth, KS","Leavenworth, KS Urban Cluster",201,303,KS,12/23/2016
"Tonganoxie, KS","Tonganoxie, KS Urban Cluster",22,33,KS,12/23/2016
"Basehor, KS","Basehor, KS Urban Cluster",17,26,KS,12/23/2016
"O'Neill, NE","O'Neill, NE Urban Cluster",16,25,NE,12/23/2016
"Hutchinson, KS","Hutchinson, KS Urban Cluster",196,296,KS,12/23/2016
"Kinston, NC","Kinston, NC Urban Cluster",129,194,NC,12/23/2016
"La Grange, NC","La Grange, NC Urban Cluster",12,18,NC,12/23/2016
"Crete, NE","Crete, NE Urban Cluster",31,46,NE,12/23/2016
"Louisburg, NC","Louisburg, NC Urban Cluster",16,25,NC,12/23/2016
"Wendell--Zebulon, NC","Wendell--Zebulon, NC Urban Cluster",59,88,NC,12/23/2016
"Topeka, KS","Topeka, KS Urbanized Area",665,1003,KS,12/23/2016
"Schuyler, NE","Schuyler, NE Urban Cluster",28,42,NE,12/23/2016
"Parsons, KS","Parsons, KS Urban Cluster",46,69,KS,12/23/2016
"Alliance, NE","Alliance, NE Urban Cluster",38,57,NE,12/23/2016
"Minden, NE","Minden, NE Urban Cluster",13,19,NE,12/23/2016
"Fairbury, NE","Fairbury, NE Urban Cluster",17,26,NE,12/23/2016
"Seward, NE","Seward, NE Urban Cluster",29,44,NE,12/23/2016
"Norfolk, NE","Norfolk, NE Urban Cluster",119,179,NE,12/23/2016
"Lindsborg, KS","Lindsborg, KS Urban Cluster",15,23,KS,12/23/2016
"McPherson, KS","McPherson, KS Urban Cluster",58,87,KS,12/23/2016
"Grand Island, NE","Grand Island, NE Urbanized Area",223,337,NE,12/23/2016
"Norton, KS","Norton, KS Urban Cluster",13,19,KS,12/23/2016
"Larned, KS","Larned, KS Urban Cluster",21,32,KS,12/23/2016
"North Platte, NE","North Platte, NE Urban Cluster",112,169,NE,12/23/2016
"Cody, WY","Cody, WY Urban Cluster",41,62,WY,12/23/2016
"Powell, WY","Powell, WY Urban Cluster",28,43,WY,12/23/2016
"Wheatland, WY","Wheatland, WY Urban Cluster",16,24,WY,12/23/2016
"Torrington, WY","Torrington, WY Urban Cluster",32,48,WY,12/23/2016
"Clay Center, KS","Clay Center, KS Urban Cluster",19,29,KS,12/23/2016
"Chanute, KS","Chanute, KS Urban Cluster",40,61,KS,12/23/2016
"Baldwin City, KS","Baldwin City, KS Urban Cluster",20,30,KS,12/23/2016
"Eudora, KS","Eudora, KS Urban Cluster",27,41,KS,12/23/2016
"Lawrence, KS","Lawrence, KS Urbanized Area",390,589,KS,12/23/2016
"Newcastle, WY","Newcastle, WY Urban Cluster",15,22,WY,12/23/2016
"Aurora, NE","Aurora, NE Urban Cluster",20,30,NE,12/23/2016
"Marysville, KS","Marysville, KS Urban Cluster",13,20,KS,12/23/2016
"Nebraska City, NE","Nebraska City, NE Urban Cluster",31,47,NE,12/23/2016
"Fort Scott, KS","Fort Scott, KS Urban Cluster",35,53,KS,12/23/2016
"Goodland, KS","Goodland, KS Urban Cluster",20,30,KS,12/23/2016
"Holdrege, NE","Holdrege, NE Urban Cluster",24,36,NE,12/23/2016
"Ottawa, KS","Ottawa, KS Urban Cluster",55,83,KS,12/23/2016
"Marion, NC","Marion, NC Urban Cluster",59,89,NC,12/23/2016
"Pratt, KS","Pratt, KS Urban Cluster",29,44,KS,12/23/2016
"Green River, WY","Green River, WY Urban Cluster",56,85,WY,12/23/2016
"Rock Springs, WY","Rock Springs, WY Urban Cluster",117,176,WY,12/23/2016
"Douglas, WY","Douglas, WY Urban Cluster",27,41,WY,12/23/2016
"Worland, WY","Worland, WY Urban Cluster",24,37,WY,12/23/2016
"Scottsbluff, NE","Scottsbluff, NE Urban Cluster",115,173,NE,12/23/2016
"Wichita, KS","Wichita, KS Urbanized Area",2095,3161,KS,12/23/2016
"Wellington, KS","Wellington, KS Urban Cluster",34,52,KS,12/23/2016
"Siler City, NC","Siler City, NC Urban Cluster",40,61,NC,12/23/2016
"Fearrington Village, NC","Fearrington Village, NC Urban Cluster",12,18,NC,12/23/2016
"Pittsboro, NC","Pittsboro, NC Urban Cluster",15,23,NC,12/23/2016
"Henderson, NC","Henderson, NC Urban Cluster",92,139,NC,12/23/2016
"Laramie, WY","Laramie, WY Urban Cluster",142,214,WY,12/23/2016
"Wahoo, NE","Wahoo, NE Urban Cluster",20,30,NE,12/23/2016
"Ashland, NE","Ashland, NE Urban Cluster",12,18,NE,12/23/2016
"Beloit, KS","Beloit, KS Urban Cluster",15,22,KS,12/23/2016
"Russell, KS","Russell, KS Urban Cluster",18,27,KS,12/23/2016
"Buffalo, WY","Buffalo, WY Urban Cluster",19,29,WY,12/23/2016
"West Point, NE","West Point, NE Urban Cluster",14,21,NE,12/23/2016
"De Soto, KS","De Soto, KS Urban Cluster",21,31,KS,12/23/2016
"Spring Hill, KS","Spring Hill, KS Urban Cluster",24,36,KS,12/23/2016
"Wamego, KS","Wamego, KS Urban Cluster",20,30,KS,12/23/2016
"St. Marys, KS","St. Marys, KS Urban Cluster",12,18,KS,12/23/2016
"Falls City, NE","Falls City, NE Urban Cluster",18,28,NE,12/23/2016
"Hillsboro, KS","Hillsboro, KS Urban Cluster",12,19,KS,12/23/2016
"Sidney, NE","Sidney, NE Urban Cluster",28,43,NE,12/23/2016
"Plattsmouth, NE","Plattsmouth, NE Urban Cluster",29,44,NE,12/23/2016
"Phillipsburg, KS","Phillipsburg, KS Urban Cluster",12,17,KS,12/23/2016
"Columbus, NE","Columbus, NE Urban Cluster",98,148,NE,12/23/2016
"Mocksville, NC","Mocksville, NC Urban Cluster",23,35,NC,12/23/2016
"Albemarle, NC","Albemarle, NC Urban Cluster",75,112,NC,12/23/2016
"Locust, NC","Locust, NC Urban Cluster",13,20,NC,12/23/2016
"Wilson, NC","Wilson, NC Urban Cluster",218,329,NC,12/23/2016
"Augusta, KS","Augusta, KS Urban Cluster",41,63,KS,12/23/2016
"El Dorado, KS","El Dorado, KS Urban Cluster",65,98,KS,12/23/2016
"Rose Hill, KS","Rose Hill, KS Urban Cluster",16,24,KS,12/23/2016
"Thermopolis, WY","Thermopolis, WY Urban Cluster",15,22,WY,12/23/2016
"Garden City, KS","Garden City, KS Urban Cluster",133,200,KS,12/23/2016
"Yadkinville, NC","Yadkinville, NC Urban Cluster",16,24,NC,12/23/2016
"Iola, KS","Iola, KS Urban Cluster",25,38,KS,12/23/2016
"Clarinda, IA","Clarinda, IA Urban Cluster",24,36,IA,12/23/2016
"Boiling Springs, NC","Boiling Springs, NC Urban Cluster",20,30,NC,12/23/2016
"Cherryville, NC","Cherryville, NC Urban Cluster",28,42,NC,12/23/2016
"Shelby, NC","Shelby, NC Urban Cluster",121,183,NC,12/23/2016
"Bellevue, IA","Bellevue, IA Urban Cluster",11,17,IA,12/23/2016
"Maquoketa, IA","Maquoketa, IA Urban Cluster",27,41,IA,12/23/2016
"Savanna, IL","Savanna, IL--IA Urban Cluster",15,22,IL,12/23/2016
"Holden Beach, NC","Holden Beach, NC Urban Cluster",14,21,NC,12/23/2016
"Oak Island, NC","Oak Island, NC Urban Cluster",50,75,NC,12/23/2016
"St. James, NC","St. James, NC Urban Cluster",12,17,NC,12/23/2016
"Boiling Spring Lakes, NC","Boiling Spring Lakes, NC Urban Cluster",19,29,NC,12/23/2016
"Whispering Pines, NC","Whispering Pines, NC Urban Cluster",16,23,NC,12/23/2016
"Seven Lakes, NC","Seven Lakes, NC Urban Cluster",17,25,NC,12/23/2016
"Pinehurst--Southern Pines, NC","Pinehurst--Southern Pines, NC Urban Cluster",161,242,NC,12/23/2016
"Ottumwa, IA","Ottumwa, IA Urban Cluster",110,166,IA,12/23/2016
"Blair, NE","Blair, NE Urban Cluster",35,52,NE,12/23/2016
"Evanston, WY","Evanston, WY Urban Cluster",53,80,WY,12/23/2016
"Girard, KS","Girard, KS Urban Cluster",11,17,KS,12/23/2016
"Pittsburg, KS","Pittsburg, KS Urban Cluster",102,153,KS,12/23/2016
"Jefferson, NC","Jefferson, NC Urban Cluster",18,28,NC,12/23/2016
"Osage City, KS","Osage City, KS Urban Cluster",12,18,KS,12/23/2016
"Concordia, KS","Concordia, KS Urban Cluster",24,36,KS,12/23/2016
"Salina, KS","Salina, KS Urban Cluster",210,317,KS,12/23/2016
"Kemmerer, WY","Kemmerer, WY Urban Cluster",14,21,WY,12/23/2016
"Hugoton, KS","Hugoton, KS Urban Cluster",17,26,KS,12/23/2016
"Eureka, KS","Eureka, KS Urban Cluster",11,17,KS,12/23/2016
"Rockingham--Hamlet, NC","Rockingham--Hamlet, NC Urban Cluster",113,170,NC,12/23/2016
"Gillette, WY","Gillette, WY Urban Cluster",145,219,WY,12/23/2016
"Abilene, KS","Abilene, KS Urban Cluster",31,47,KS,12/23/2016
"Kingman, KS","Kingman, KS Urban Cluster",13,20,KS,12/23/2016
"Emporia, KS","Emporia, KS Urban Cluster",110,166,KS,12/23/2016
"Colby, KS","Colby, KS Urban Cluster",24,37,KS,12/23/2016
"Taylorsville, NC","Taylorsville, NC Urban Cluster",24,36,NC,12/23/2016
"Sheridan, WY","Sheridan, WY Urban Cluster",83,126,WY,12/23/2016
"Prairie du Chien, WI","Prairie du Chien, WI--IA Urban Cluster",30,46,WI,12/23/2016
"Casper, WY","Casper, WY Urbanized Area",286,432,WY,12/23/2016
"Sibley, IA","Sibley, IA Urban Cluster",12,18,IA,12/23/2016
"Arkansas City, KS","Arkansas City, KS Urban Cluster",58,87,KS,12/23/2016
"Winfield, KS","Winfield, KS Urban Cluster",53,80,KS,12/23/2016
"Orange City, IA","Orange City, IA Urban Cluster",30,46,IA,12/23/2016
"Rock Valley, IA","Rock Valley, IA Urban Cluster",14,20,IA,12/23/2016
"Sioux Center, IA","Sioux Center, IA Urban Cluster",29,44,IA,12/23/2016
"McCook, NE","McCook, NE Urban Cluster",34,51,NE,12/23/2016
"Fort Madison, IA","Fort Madison, IA--IL Urban Cluster",48,73,IA,12/23/2016
"Keokuk, IA","Keokuk, IA--IL Urban Cluster",59,90,IA,12/23/2016
"Murfreesboro, NC","Murfreesboro, NC Urban Cluster",12,19,NC,12/23/2016
"Ahoskie, NC","Ahoskie, NC Urban Cluster",22,33,NC,12/23/2016
"Tarboro, NC","Tarboro, NC Urban Cluster",60,91,NC,12/23/2016
"Le Mars, IA","Le Mars, IA Urban Cluster",41,62,IA,12/23/2016
"Jackson, WY","Jackson, WY Urban Cluster",51,76,WY,12/23/2016
"Beatrice, NE","Beatrice, NE Urban Cluster",55,83,NE,12/23/2016
"Plymouth, NC","Plymouth, NC Urban Cluster",19,29,NC,12/23/2016
"Sanford, NC","Sanford, NC Urban Cluster",147,221,NC,12/23/2016
"Jacksonville, NC","Jacksonville, NC Urbanized Area",467,705,NC,12/23/2016
"Richlands South, NC","Richlands South, NC Urban Cluster",23,35,NC,12/23/2016
"Swansboro, NC","Swansboro, NC Urban Cluster",72,109,NC,12/23/2016
"Sneads Ferry, NC","Sneads Ferry, NC Urban Cluster",17,26,NC,12/23/2016
"Buena Vista, CO","Buena Vista, CO Urban Cluster",20,30,CO,12/23/2016
"Salida, CO","Salida, CO Urban Cluster",30,45,CO,12/23/2016
"Roxboro, NC","Roxboro, NC Urban Cluster",43,65,NC,12/23/2016
"Delta, CO","Delta, CO Urban Cluster",35,52,CO,12/23/2016
"Cedaredge, CO","Cedaredge, CO Urban Cluster",16,24,CO,12/23/2016
"Lumberton, NC","Lumberton, NC Urban Cluster",132,199,NC,12/23/2016
"Pembroke, NC","Pembroke, NC Urban Cluster",33,50,NC,12/23/2016
"Red Springs, NC","Red Springs, NC Urban Cluster",19,28,NC,12/23/2016
"St. Pauls, NC","St. Pauls, NC Urban Cluster",15,22,NC,12/23/2016
"Fairmont, NC","Fairmont, NC Urban Cluster",11,17,NC,12/23/2016
"Burgaw, NC","Burgaw, NC Urban Cluster",15,23,NC,12/23/2016
"Hampstead, NC","Hampstead, NC Urban Cluster",47,72,NC,12/23/2016
"Laurinburg, NC","Laurinburg, NC Urban Cluster",94,141,NC,12/23/2016
"Edgefield, SC","Edgefield, SC Urban Cluster",20,30,SC,12/23/2016
"Ellsworth, KS","Ellsworth, KS Urban Cluster",13,20,KS,12/23/2016
"Washington, NC","Washington, NC Urban Cluster",73,110,NC,12/23/2016
"Manteo, NC","Manteo, NC Urban Cluster",24,36,NC,12/23/2016
"Louisburg, KS","Louisburg, KS Urban Cluster",17,26,KS,12/23/2016
"Osawatomie, KS","Osawatomie, KS Urban Cluster",19,29,KS,12/23/2016
"Paola, KS","Paola, KS Urban Cluster",24,36,KS,12/23/2016
"Storm Lake, IA","Storm Lake, IA Urban Cluster",50,76,IA,12/23/2016
"Hesston, KS","Hesston, KS Urban Cluster",15,22,KS,12/23/2016
"Newton, KS","Newton, KS Urban Cluster",91,138,KS,12/23/2016
"Algona, IA","Algona, IA Urban Cluster",24,36,IA,12/23/2016
"Central City, NE","Central City, NE Urban Cluster",12,19,NE,12/23/2016
"Muscatine, IA","Muscatine, IA Urban Cluster",112,169,IA,12/23/2016
"Forest City, NC","Forest City, NC Urban Cluster",117,177,NC,12/23/2016
"West Liberty, IA","West Liberty, IA Urban Cluster",16,25,IA,12/23/2016
"Wilton, IA","Wilton, IA Urban Cluster",12,19,IA,12/23/2016
"Rawlins, WY","Rawlins, WY Urban Cluster",41,62,WY,12/23/2016
"Cheyenne, WY","Cheyenne, WY Urbanized Area",326,492,WY,12/23/2016
"Independence, KS","Independence, KS Urban Cluster",44,67,KS,12/23/2016
"Winterset, IA","Winterset, IA Urban Cluster",22,34,IA,12/23/2016
"Woodland Park, CO","Woodland Park, CO Urban Cluster",47,70,CO,12/23/2016
"Lamar, CO","Lamar, CO Urban Cluster",35,52,CO,12/23/2016
"Walterboro, SC","Walterboro, SC Urban Cluster",42,64,SC,12/23/2016
"Neodesha, KS","Neodesha, KS Urban Cluster",11,17,KS,12/23/2016
"Monte Vista, CO","Monte Vista, CO Urban Cluster",20,30,CO,12/23/2016
"Cortez, CO","Cortez, CO Urban Cluster",37,56,CO,12/23/2016
"Craig, CO","Craig, CO Urban Cluster",44,67,CO,12/23/2016
